frame_id,timestamp_seg,fps,tiempo_inferencia_ms,cantidad_personas,confianza_promedio_frame
111,84.697,24.983,23.8571,1,0.8583
112,84.776,15.3208,24.8499,1,0.8829
113,84.831,24.4737,23.7367,1,0.891
114,84.907,15.9762,24.7612,1,0.8756
115,84.97,20.6329,24.7302,1,0.8654
116,85.035,19.4549,25.1558,1,0.8471
117,85.107,17.0745,25.2879,1,0.8705
118,85.164,23.5211,23.6537,1,0.8915
119,85.241,15.8063,24.7738,1,0.8892
120,85.302,21.0252,25.2459,1,0.8913
121,85.374,17.1118,24.929,1,0.8968
122,85.434,21.8178,24.1838,1,0.8989
123,85.506,17.0283,25.2931,1,0.903
124,85.568,21.0301,25.0201,1,0.9125
125,85.64,17.0219,25.3029,1,0.9106
126,85.703,20.3116,25.0208,1,0.8989
127,85.772,18.1954,24.9591,1,0.8341
128,85.836,19.8357,24.564,1,0.7973
129,85.906,17.996,24.2932,1,0.8765
130,85.97,19.6644,24.7812,1,0.859
131,86.041,17.5615,26.166,1,0.9094
132,86.098,22.8274,25.2361,1,0.91
133,86.175,15.861,24.823,1,0.917
134,86.234,22.3598,24.9631,1,0.9247
135,86.305,17.441,25.4741,2,0.7262
136,86.368,20.3522,25.403,2,0.8674
137,86.441,16.9084,25.2502,3,0.742
138,86.501,21.5661,24.3859,3,0.72
139,86.577,16.2872,26.0961,3,0.6624
140,86.633,23.7383,24.2708,3,0.6854
141,86.706,16.6642,25.975,2,0.8977
142,86.772,19.2663,25.588,3,0.7461
143,86.837,19.5814,25.5151,3,0.7429
144,86.907,17.8384,25.0752,2,0.6856
145,86.972,19.6216,23.9539,2,0.6825
146,87.037,19.4879,24.404,2,0.6727
147,87.099,20.5444,24.2488,2,0.6761
148,87.173,16.6365,24.076,2,0.6798
149,87.236,20.1784,25.291,2,0.6825
150,87.307,17.5058,26.4623,1,0.9378
151,87.351,33.5089,23.4382,1,0.9376
152,87.425,16.4633,24.0729,1,0.944
153,87.485,21.7562,24.3149,1,0.9228
154,87.556,17.5082,24.2341,1,0.9401
155,87.619,20.3978,24.4181,1,0.9145
156,87.689,17.534,23.3068,1,0.9205
157,87.753,20.1959,24.049,1,0.9264
158,87.825,17.0614,24.95,1,0.9398
159,87.885,21.4357,24.0579,1,0.9385
160,87.957,17.1232,24.756,1,0.9271
161,88.02,20.5943,24.5109,1,0.9078
162,88.09,17.6307,24.884,1,0.9298
163,88.149,22.2005,23.706,2,0.8768
164,88.23,14.9408,26.0148,2,0.9112
165,88.281,27.1083,23.4511,2,0.9212
166,88.364,14.3404,25.9619,2,0.9288
167,88.413,28.2262,23.6239,2,0.9408
168,88.491,15.6632,24.0977,3,0.7817
169,88.553,20.6731,24.0462,3,0.8197
170,88.626,16.9537,25.9972,3,0.8608
171,88.683,22.9316,24.235,3,0.8295
172,88.76,15.7741,24.7529,3,0.8752
173,88.816,23.8317,24.008,4,0.6717
174,88.889,17.0672,23.7889,3,0.7827
175,88.955,18.8499,24.8809,3,0.7108
176,89.023,18.6126,24.889,2,0.8349
177,89.088,19.3626,25.3851,2,0.7135
178,89.154,19.1468,25.4328,2,0.6941
179,89.222,18.6356,25.2159,2,0.6698
180,89.288,19.1475,25.0909,1,0.9176
181,89.326,40.838,23.015,1,0.9177
182,89.408,14.542,24.5061,2,0.8444
183,89.468,21.646,24.3549,2,0.8291
184,89.539,17.6351,23.8609,1,0.938
185,89.605,19.0828,25.0192,2,0.8695
186,89.675,17.6728,24.7459,2,0.7712
187,89.735,21.8961,26.104,2,0.87
188,89.806,17.4373,24.8301,2,0.8723
189,89.871,19.629,23.596,2,0.8643
190,89.935,19.8842,23.253,2,0.6919
191,90.008,16.8217,25.0919,2,0.8581
192,90.069,21.1426,24.7459,2,0.8144
193,90.135,19.0766,25.66,2,0.8647
194,90.179,33.3811,23.2182,2,0.8161
195,90.262,14.3459,26.2241,2,0.8608
196,90.315,25.5299,23.7091,2,0.8442
197,90.395,15.0046,24.2639,3,0.6998
198,90.452,23.521,24.3781,3,0.8142
199,90.521,17.8695,24.1911,3,0.7634
200,90.587,19.099,24.4219,2,0.8815
201,90.658,17.4517,24.5211,1,0.9124
202,90.715,23.189,23.679,2,0.8416
203,90.792,15.7241,26.0172,2,0.813
204,90.852,21.8489,24.5581,2,0.7889
205,90.926,16.3175,24.667,2,0.7134
206,90.986,21.5363,24.5028,2,0.7466
207,91.057,17.417,25.2442,1,0.8834
208,91.119,20.9257,24.6677,2,0.7526
209,91.193,16.5281,25.3,2,0.7958
210,91.254,21.5639,25.1691,2,0.8111
211,91.315,20.9079,23.8519,2,0.7295
212,91.39,16.3726,24.668,2,0.7362
213,91.455,19.6228,24.967,1,0.8769
214,91.521,18.9563,24.404,1,0.8326
215,91.586,19.6056,24.7531,1,0.8537
216,91.66,16.6558,25.8949,1,0.8877
217,91.714,24.809,23.8578,1,0.8818
218,91.795,14.8275,25.3041,1,0.8707
219,91.852,23.6244,23.9999,1,0.8738
220,91.926,16.338,24.7619,1,0.8733
221,91.984,23.0904,24.2891,2,0.6396
222,92.058,16.459,24.3762,2,0.7299
223,92.117,22.1803,24.339,2,0.6945
224,92.196,15.3624,25.0199,2,0.644
225,92.251,24.4308,23.766,2,0.6734
226,92.323,16.9941,24.6241,3,0.5844
227,92.388,19.5895,24.303,3,0.6783
228,92.456,18.3627,25.089,3,0.6574
229,92.519,20.1824,24.4269,4,0.6416
230,92.59,17.6001,24.4372,4,0.6911
231,92.657,18.6219,24.7962,3,0.8145
232,92.72,20.3894,24.4851,3,0.8625
233,92.793,16.8564,25.2569,3,0.8446
234,92.853,21.5834,25.028,3,0.8327
235,92.925,17.4307,25.7661,3,0.8626
236,92.988,20.254,25.1431,4,0.7342
237,93.058,17.6578,26.0103,4,0.7701
238,93.12,20.7219,25.2049,4,0.8017
239,93.191,17.6001,24.6599,4,0.7468
240,93.255,19.7949,25.64,5,0.7501
241,93.321,19.1285,25.5821,5,0.7618
242,93.388,18.7224,24.3931,5,0.7661
243,93.457,18.0888,24.4312,4,0.8272
244,93.521,19.809,25.1031,4,0.8392
245,93.59,18.0298,25.2199,4,0.7898
246,93.657,18.8292,25.4159,4,0.7985
247,93.721,20.1057,24.4739,3,0.8824
248,93.792,17.1274,24.8668,3,0.8802
249,93.854,20.8454,24.8961,3,0.8784
250,93.923,18.0578,24.5402,3,0.8699
251,93.987,19.8528,24.7641,3,0.8601
252,94.057,17.8638,24.513,3,0.8274
253,94.118,21.2404,24.0021,3,0.8024
254,94.193,16.2396,25.1138,2,0.9047
255,94.252,22.2761,24.0567,3,0.8039
256,94.322,17.7462,24.874,4,0.7106
257,94.39,18.424,24.6232,3,0.8127
258,94.457,18.9272,25.995,5,0.6651
259,94.52,20.0713,24.4501,3,0.8856
260,94.591,17.4256,25.485,3,0.8861
261,94.656,19.4192,24.9059,3,0.8991
262,94.723,18.8904,24.461,3,0.8951
263,94.787,19.8016,24.3011,3,0.8955
264,94.86,16.9771,24.9391,3,0.8974
265,94.919,21.9703,24.9531,3,0.9018
266,94.993,16.7384,25.5001,4,0.8114
267,95.055,20.656,25.3909,3,0.908
268,95.125,17.8448,25.3041,4,0.7835
269,95.187,20.5867,25.2302,4,0.7702
270,95.258,17.4402,25.1682,2,0.9004
271,95.323,19.6525,25.9562,3,0.774
272,95.389,19.0265,24.3199,3,0.8477
273,95.458,18.029,24.5969,3,0.865
274,95.519,21.2284,24.8659,3,0.8776
275,95.591,17.1875,24.637,3,0.8723
276,95.655,19.7546,24.8621,4,0.7577
277,95.716,21.3333,26.6831,4,0.7697
278,95.789,16.9173,23.989,3,0.8739
279,95.855,19.0316,24.7569,3,0.8782
280,95.911,23.3509,23.0601,3,0.8806
281,95.993,14.7826,23.8609,3,0.8638
282,96.049,23.8794,23.2682,3,0.87
283,96.125,15.8361,23.9642,4,0.7558
284,96.187,20.862,24.5972,5,0.7363
285,96.258,17.4182,24.694,4,0.803
286,96.32,21.0731,24.1189,5,0.7182
287,96.393,16.7749,24.9429,4,0.7707
288,96.456,20.4174,24.6351,3,0.8798
289,96.495,38.74,23.232,3,0.8811
290,96.577,14.6129,24.5531,3,0.8743
291,96.633,23.8703,24.2481,4,0.7662
292,96.71,15.8682,24.2538,4,0.7589
293,96.768,22.5276,24.6239,4,0.7987
294,96.843,16.2864,25.203,4,0.7971
295,96.902,22.5944,24.9152,4,0.7695
296,96.979,15.4791,25.2979,3,0.8829
297,97.034,24.2647,24.5149,3,0.8821
298,97.108,16.6634,24.6449,3,0.8746
299,97.168,21.5824,24.7271,4,0.7713
300,97.242,16.6609,25.0833,4,0.7978
301,97.304,20.5638,24.3332,4,0.7305
302,97.375,17.5892,24.9259,3,0.7765
303,97.434,22.3389,24.7402,3,0.765
304,97.517,14.4067,26.015,3,0.7751
305,97.563,30.9916,23.3779,3,0.7737
306,97.646,14.4057,25.3241,3,0.7753
307,97.699,25.5892,23.814,2,0.912
308,97.778,15.2061,24.415,2,0.89
309,97.834,24.2372,24.266,4,0.6944
310,97.908,16.4824,24.1339,4,0.7021
311,97.972,20.1812,24.169,2,0.8806
312,98.042,17.7085,25.7108,2,0.8977
313,98.102,21.6408,24.569,2,0.8986
314,98.147,32.222,23.3889,2,0.8912
315,98.23,14.4257,24.8461,2,0.8869
316,98.283,25.4186,23.6392,2,0.8831
317,98.362,15.2991,25.5458,2,0.88
318,98.418,23.8049,23.972,2,0.8848
319,98.498,15.178,25.5759,2,0.8851
320,98.549,26.5174,23.9379,2,0.8936
321,98.631,14.7055,26.1493,2,0.8935
322,98.683,26.3389,23.9811,2,0.8995
323,98.761,15.5133,24.404,2,0.9047
324,98.817,23.7744,23.9921,2,0.8977
325,98.897,15.0613,26.0861,3,0.7681
326,98.95,25.236,24.1783,3,0.7772
327,99.028,15.7379,24.7591,2,0.8994
328,99.085,22.8368,24.6539,2,0.901
329,99.158,17.0504,25.31,2,0.889
330,99.22,20.6552,24.729,2,0.8919
331,99.291,17.555,24.9372,2,0.9061
332,99.354,20.265,24.7498,2,0.9012
333,99.424,17.6202,24.7731,3,0.7296
334,99.487,20.2171,23.9401,2,0.8832
335,99.555,18.5919,23.9129,2,0.8935
336,99.626,17.5211,25.1808,2,0.8897
337,99.687,21.2812,25.207,2,0.8895
338,99.757,17.6716,24.79,2,0.8881
339,99.824,18.9437,25.7242,2,0.8876
340,99.889,19.5077,24.173,2,0.8892
341,99.956,18.4986,25.099,2,0.8909
342,100.026,17.8502,25.2481,2,0.8918
343,100.086,21.6082,23.823,2,0.8932
344,100.161,16.4244,24.4837,2,0.8953
345,100.216,24.1324,23.8299,2,0.8952
346,100.295,15.418,24.879,2,0.8982
347,100.351,23.7197,24.0819,2,0.9021
348,100.428,15.732,25.7368,2,0.8994
349,100.483,24.1191,24.4849,2,0.9066
350,100.563,15.0853,25.651,2,0.906
351,100.617,24.8504,23.5758,2,0.8925
352,100.693,16.2375,24.7369,2,0.8957
353,100.751,22.6367,24.4668,2,0.8925
354,100.832,14.7804,25.7831,3,0.7492
355,100.883,27.3733,24.1952,2,0.892
356,100.961,15.5049,24.369,3,0.7584
357,101.018,23.1043,24.8549,3,0.7516
358,101.095,15.6868,25.2099,3,0.783
359,101.151,23.7387,24.375,3,0.7806
360,101.229,15.6397,25.759,3,0.8457
361,101.286,23.3475,24.4999,4,0.7443
362,101.362,16.0254,25.034,3,0.7958
363,101.419,23.3154,24.704,3,0.8183
364,101.493,16.426,24.6441,4,0.7321
365,101.554,21.3498,25.0258,3,0.791
366,101.628,16.5807,26.2179,3,0.8449
367,101.687,22.1137,25.5313,3,0.8428
368,101.759,17.191,25.64,3,0.8578
369,101.824,19.4957,25.8203,3,0.7397
370,101.889,19.4685,25.2109,3,0.6959
371,101.959,17.8846,25.0578,3,0.7111
372,102.022,20.4662,25.0781,4,0.6051
373,102.092,17.5455,24.3061,3,0.8162
374,102.156,20.2454,24.473,3,0.8808
375,102.224,18.2852,24.6699,5,0.7046
376,102.286,20.5723,24.5061,5,0.7117
377,102.36,16.848,24.8561,5,0.7104
378,102.42,21.1959,23.9,4,0.7112
379,102.493,17.0868,24.703,4,0.717
380,102.554,21.0556,24.3897,4,0.7463
381,102.626,17.3052,24.7979,4,0.7464
382,102.688,20.483,24.617,5,0.7687
383,102.763,16.3201,24.4429,5,0.7697
384,102.817,25.0646,24.466,5,0.8147
385,102.895,15.6189,24.6472,5,0.8326
386,102.952,23.0501,24.6804,5,0.8571
387,103.029,15.9147,25.3751,5,0.8482
388,103.085,23.601,24.071,5,0.8494
389,103.161,16.1093,24.2989,5,0.841
390,103.219,22.5779,24.7459,5,0.8193
391,103.295,16.0444,24.441,5,0.7529
392,103.351,23.8646,23.9549,4,0.8098
393,103.429,15.5157,25.5239,4,0.8226
394,103.486,23.1005,24.0731,4,0.8456
395,103.562,16.1968,24.5199,4,0.8458
396,103.648,13.7442,26.947,4,0.8344
397,103.699,27.3337,24.2949,4,0.8394
398,103.778,15.169,25.5728,4,0.8383
399,103.835,23.4006,24.6909,4,0.852
400,103.909,16.7406,24.4699,4,0.8627
401,103.972,19.9773,24.5712,4,0.8554
402,104.042,17.7567,25.9373,4,0.8559
403,104.107,19.7528,25.2209,4,0.8577
404,104.174,18.7643,24.5681,4,0.8569
405,104.239,19.4784,24.4899,4,0.8425
406,104.305,19.0654,24.5061,4,0.8372
407,104.376,17.4346,24.9109,4,0.8369
408,104.437,21.4054,24.42,4,0.8549
409,104.507,17.6131,24.256,4,0.8608
410,104.571,20.156,24.0633,4,0.8578
411,104.642,17.4709,24.5318,4,0.8646
412,104.704,20.4319,24.8499,4,0.8666
413,104.774,17.7882,24.5552,4,0.8532
414,104.838,20.008,24.694,4,0.8587
415,104.909,17.3744,24.426,4,0.8543
416,104.97,21.2382,24.5509,4,0.8467
417,105.042,17.2046,24.8303,4,0.8528
418,105.103,21.0997,24.3263,4,0.8468
419,105.178,16.3279,24.9352,4,0.8447
420,105.236,23.0212,24.5209,4,0.8236
421,105.312,16.0622,24.406,4,0.7689
422,105.369,22.8311,24.7958,4,0.7247
423,105.444,16.3356,24.95,3,0.8085
424,105.502,22.5398,24.6682,3,0.7847
425,105.582,15.1275,25.085,2,0.8911
426,105.632,27.7353,23.6459,2,0.9068
427,105.711,15.2854,24.37,3,0.7915
428,105.771,21.5895,25.4388,3,0.8312
429,105.843,17.1489,25.7461,3,0.8459
430,105.903,21.8336,24.9171,3,0.8175
431,105.975,17.0861,24.6818,2,0.877
432,106.042,18.7875,26.7179,3,0.7325
433,106.102,21.7141,24.6022,3,0.8048
434,106.184,14.7232,25.4049,3,0.8116
435,106.232,28.734,24.0798,3,0.8109
436,106.316,14.3088,26.237,3,0.8048
437,106.365,28.6047,23.5441,3,0.8154
438,106.452,13.6578,26.4487,3,0.812
439,106.499,30.2057,23.8981,3,0.8195
440,106.579,14.951,24.8969,3,0.812
441,106.635,23.6738,24.832,3,0.8086
442,106.71,16.4359,25.4548,3,0.8095
443,106.797,13.6067,26.607,3,0.7819
444,106.851,24.9189,23.752,3,0.7412
445,106.928,15.8559,24.8213,3,0.7456
446,106.988,21.7998,24.7722,2,0.8941
447,107.068,15.0302,26.3469,2,0.8932
448,107.115,29.9275,23.7622,2,0.8936
449,107.196,14.9074,24.385,3,0.7491
450,107.253,23.4642,23.84,2,0.9023
451,107.333,15.0745,26.715,2,0.903
452,107.383,27.5459,24.3919,2,0.9007
453,107.462,15.2532,24.8301,2,0.8951
454,107.52,22.6315,24.5528,2,0.889
455,107.597,15.8542,24.9641,2,0.889
456,107.654,23.2972,23.7923,2,0.8871
457,107.73,16.0607,25.5139,2,0.8869
458,107.785,24.1034,23.8562,2,0.8858
459,107.868,14.339,25.8203,3,0.7199
460,107.915,30.2125,23.9892,2,0.8752
461,107.997,14.7911,24.5347,2,0.8729
462,108.053,23.6274,24.2872,2,0.8756
463,108.127,16.4012,24.7722,2,0.8811
464,108.186,22.2118,23.8042,2,0.8885
465,108.265,15.3541,25.7339,2,0.8839
466,108.349,14.2859,26.4928,2,0.8839
467,108.4,26.6844,24.4327,2,0.8779
468,108.486,13.8976,25.8751,2,0.8759
469,108.531,31.8915,24.096,3,0.7294
470,108.618,13.6926,26.0439,3,0.7378
471,108.666,29.5141,24.0128,2,0.882
472,108.745,15.3125,24.5032,2,0.8824
473,108.802,23.1717,24.4391,3,0.756
474,108.884,14.6591,25.2559,3,0.7475
475,108.931,29.7247,23.52,2,0.8828
476,109.014,14.4995,25.521,2,0.8839
477,109.07,23.7111,24.5631,2,0.8856
478,109.146,15.9231,25.0478,3,0.7288
479,109.202,23.4713,24.1091,3,0.7215
480,109.281,15.4014,25.1367,2,0.884
481,109.333,25.6876,23.833,2,0.8966
482,109.412,15.3692,25.429,2,0.8921
483,109.47,22.9064,24.8671,3,0.7261
484,109.547,15.5928,24.9541,3,0.767
485,109.6,25.9815,24.1122,3,0.7482
486,109.682,14.6606,26.4611,4,0.6678
487,109.734,26.2247,24.1868,2,0.8985
488,109.812,15.5228,24.873,4,0.6883
489,109.871,21.9394,24.3902,3,0.7491
490,109.943,17.3412,24.1861,3,0.7517
491,110.008,19.5941,24.4238,3,0.7317
492,110.073,19.2952,24.3149,2,0.8852
493,110.142,18.2758,24.8139,3,0.7689
494,110.208,19.0146,24.281,4,0.6665
495,110.275,18.9117,24.971,3,0.7663
496,110.343,18.3666,24.3258,4,0.6836
497,110.408,19.2882,25.4531,3,0.7851
498,110.476,18.707,24.6949,3,0.7374
499,110.54,19.5049,24.9858,4,0.6956
500,110.607,19.097,25.45,3,0.7487
501,110.678,17.3895,25.2011,4,0.6728
502,110.737,22.4111,24.5731,4,0.7149
503,110.815,15.3971,26.4931,4,0.7344
504,110.868,25.3877,24.8132,4,0.7256
505,110.941,16.903,24.426,5,0.6644
506,111.01,18.0077,25.6047,4,0.7416
507,111.073,20.7335,24.565,4,0.7254
508,111.142,18.0119,24.291,3,0.8307
509,111.206,19.8491,24.7269,5,0.6734
510,111.278,17.0597,25.0649,4,0.7125
511,111.338,21.878,24.543,3,0.7823
512,111.412,16.4753,25.08,5,0.6519
513,111.473,21.4938,24.9038,5,0.6447
514,111.543,17.5862,24.3573,3,0.7874
515,111.61,18.679,24.9922,3,0.7941
516,111.674,20.1686,25.0697,3,0.8168
517,111.74,19.048,24.883,5,0.6738
518,111.809,18.0698,24.1489,5,0.6618
519,111.877,18.2548,24.7598,4,0.73
520,111.939,21.1587,24.5919,4,0.7377
521,112.01,17.2768,24.765,3,0.8382
522,112.074,19.7933,25.5949,5,0.6704
523,112.141,18.7691,24.06,5,0.6768
524,112.204,20.2683,24.6108,4,0.7356
525,112.279,16.3725,25.5151,5,0.7042
526,112.336,23.3231,26.0,5,0.702
527,112.417,14.8157,27.5111,5,0.6998
528,112.47,26.0655,25.0828,5,0.6938
529,112.547,15.816,25.7308,5,0.673
530,112.605,22.8534,25.2731,5,0.6576
531,112.679,16.5503,24.7118,4,0.7241
532,112.736,23.0033,25.574,5,0.667
533,112.814,15.6639,25.151,5,0.6951
534,112.87,23.3727,24.03,5,0.6997
535,112.947,15.8597,25.3041,5,0.6954
536,113.003,24.0171,24.303,5,0.6868
537,113.083,14.9966,25.3689,5,0.6868
538,113.133,27.6649,24.2729,4,0.7517
539,113.215,14.6899,25.7528,5,0.6969
540,113.271,23.3777,24.672,5,0.7204
541,113.344,16.9535,25.3391,5,0.7076
542,113.407,20.2306,24.8282,4,0.7565
543,113.478,17.3283,24.8888,5,0.6906
544,113.539,21.6048,24.5478,5,0.6788
545,113.61,17.4792,24.1251,5,0.6993
546,113.679,18.1954,25.269,5,0.6818
547,113.738,22.2742,24.816,4,0.6755
548,113.814,15.8652,25.7461,5,0.695
549,113.87,23.9046,24.6658,5,0.719
550,113.948,15.6147,25.3003,5,0.7233
551,114.003,24.2767,23.926,5,0.7303
552,114.079,15.9774,24.7769,5,0.7353
553,114.135,23.7181,24.22,5,0.7464
554,114.22,14.0883,26.5613,4,0.7363
555,114.265,31.7553,23.6819,5,0.7242
556,114.348,14.5069,26.515,5,0.7418
557,114.404,23.7519,24.4679,5,0.7373
558,114.483,15.3092,25.6271,6,0.685
559,114.534,26.538,24.9009,6,0.7476
560,114.618,14.2686,26.2151,6,0.748
561,114.668,27.815,24.2701,6,0.7576
562,114.748,15.0193,25.4381,6,0.7573
563,114.804,24.0298,24.1079,5,0.8252
564,114.883,15.1224,25.4931,5,0.8255
565,114.934,26.7545,24.5821,5,0.8239
566,115.018,14.3633,26.109,5,0.8039
567,115.068,27.468,23.633,5,0.7745
568,115.15,14.6815,25.8379,5,0.8078
569,115.2,27.2896,24.503,5,0.7843
570,115.284,14.256,25.9809,6,0.747
571,115.333,28.7338,23.8347,6,0.7426
572,115.419,13.8059,25.7652,5,0.8175
573,115.467,28.5389,24.0068,6,0.7617
574,115.547,15.0609,25.0921,5,0.8
575,115.604,23.4913,24.6611,6,0.7294
576,115.683,15.2611,26.2327,6,0.7657
577,115.734,26.6866,24.152,6,0.7723
578,115.821,13.706,26.602,6,0.7218
579,115.866,32.4245,23.8719,5,0.7614
580,115.947,14.7883,24.6258,5,0.7608
581,116.003,23.524,24.2009,6,0.7067
582,116.084,14.8137,26.0069,6,0.6969
583,116.133,28.5807,23.7551,5,0.7529
584,116.217,14.2063,26.0596,4,0.8249
585,116.268,26.9164,24.1971,4,0.8325
586,116.347,15.4249,25.3639,4,0.8332
587,116.405,22.8891,25.28,4,0.789
588,116.478,16.6058,24.497,4,0.8081
589,116.538,22.1484,24.4911,4,0.812
590,116.617,15.1755,25.5201,4,0.7958
591,116.669,26.4033,23.5469,4,0.8271
592,116.75,14.8451,26.335,4,0.8188
593,116.798,29.3333,23.4177,4,0.8058
594,116.887,13.3053,26.1559,4,0.8033
595,116.932,31.5499,23.8738,4,0.7878
596,117.017,13.9661,25.6221,4,0.7884
597,117.069,26.3035,24.8542,4,0.7913
598,117.151,14.7267,25.6782,4,0.7664
599,117.2,28.1864,24.1838,4,0.7878
600,117.287,13.6079,26.2878,4,0.7953
601,117.332,32.3762,23.7148,5,0.7232
602,117.418,13.6853,25.702,5,0.7489
603,117.467,28.4958,24.5619,5,0.7404
604,117.547,15.2037,24.5981,5,0.745
605,117.605,22.514,24.6639,5,0.7618
606,117.678,16.8376,24.502,5,0.7659
607,117.739,21.3697,24.2579,5,0.7777
608,117.81,17.4736,24.3168,5,0.7956
609,117.875,19.2544,25.1441,5,0.791
610,117.944,18.2879,24.451,5,0.7866
611,118.008,19.6695,24.1921,5,0.7866
612,118.079,17.571,24.9763,5,0.7965
613,118.137,22.7277,23.6549,5,0.7958
614,118.215,15.477,25.6109,5,0.7977
615,118.271,23.6692,24.3604,5,0.7983
616,118.349,15.6774,25.718,5,0.7952
617,118.403,24.8942,24.6742,5,0.8048
