frame_id,timestamp_seg,fps,tiempo_inferencia_ms,cantidad_personas,confianza_promedio_frame,conteo_entrada,conteo_salida,alerta
606,52.118,29.2011,31.4281,3,0.7803,2,3,ALERTA: deteccion confiable (0.90)
607,52.189,19.0211,30.2041,3,0.844,2,3,ALERTA: deteccion confiable (0.90)
608,52.254,21.3141,31.1019,3,0.801,2,3,ALERTA: deteccion confiable (0.90)
609,52.322,20.2963,30.0989,3,0.8602,2,3,ALERTA: deteccion confiable (0.90)
610,52.385,22.2504,30.2689,3,0.825,2,3,ALERTA: deteccion confiable (0.90)
611,52.458,18.37,31.2099,3,0.8586,2,3,ALERTA: deteccion confiable (0.90)
612,52.52,22.355,29.9993,3,0.837,2,3,ALERTA: deteccion confiable (0.90)
613,52.587,20.5457,30.184,3,0.8471,2,3,ALERTA: deteccion confiable (0.90)
614,52.653,20.8646,30.1659,3,0.8035,2,3,ALERTA: deteccion confiable (0.90)
615,52.72,19.9785,29.7379,3,0.7963,2,3,ALERTA: deteccion confiable (0.90)
616,52.789,19.5039,29.5041,3,0.825,2,3,ALERTA: deteccion confiable (0.90)
617,52.853,21.5779,30.1418,3,0.7983,2,3,ALERTA: deteccion confiable (0.90)
618,52.924,18.5998,30.3469,3,0.7329,2,3,ALERTA: deteccion confiable (0.90)
619,52.987,21.8444,31.9619,3,0.7798,2,3,ALERTA: deteccion confiable (0.90)
620,53.061,17.9843,34.4563,2,0.6666,2,3,ALERTA: deteccion confiable (0.90)
621,53.125,21.347,38.7321,1,0.8687,2,3,ALERTA: deteccion confiable (0.90)
622,53.197,18.8182,40.1459,2,0.9179,2,3,ALERTA: deteccion confiable (0.90)
623,53.252,27.1856,31.841,2,0.8312,2,3,ALERTA: deteccion confiable (0.90)
624,53.35,12.4415,38.2023,2,0.4633,3,4,ALERTA: deteccion confiable (0.90)
625,53.396,36.058,26.6192,0,,3,4,ALERTA: deteccion confiable (0.90)
626,53.481,14.4356,28.2938,0,,3,4,ALERTA: deteccion confiable (0.90)
627,53.527,34.8358,24.075,0,,3,4,ALERTA: deteccion confiable (0.90)
628,53.607,15.7423,26.3932,0,,3,4,ALERTA: deteccion confiable (0.90)
629,53.667,23.1342,27.298,0,,3,4,ALERTA: deteccion confiable (0.90)
630,53.741,17.6155,25.512,0,,3,4,ALERTA: deteccion confiable (0.90)
631,53.799,24.5882,25.3201,0,,3,4,ALERTA: deteccion confiable (0.90)
632,53.877,16.2264,26.3002,0,,3,4,ALERTA: deteccion confiable (0.90)
633,53.931,26.8824,25.1279,0,,3,4,ALERTA: deteccion confiable (0.90)
634,54.009,16.1828,25.8391,0,,3,4,ALERTA: deteccion confiable (0.90)
635,54.067,24.4326,25.3801,0,,3,4,ALERTA: deteccion confiable (0.90)
636,54.144,16.3524,25.6083,0,,3,4,ALERTA: deteccion confiable (0.90)
637,54.203,23.2634,25.1541,0,,3,4,ALERTA: deteccion confiable (0.90)
638,54.282,15.7322,27.3049,0,,3,4,ALERTA: deteccion confiable (0.90)
639,54.337,25.9682,27.6959,1,0.4245,3,4,ALERTA: deteccion confiable (0.90)
640,54.414,16.2001,25.6929,1,0.4435,3,4,ALERTA: deteccion confiable (0.90)
641,54.469,26.0559,25.6371,0,,3,4,ALERTA: deteccion confiable (0.90)
642,54.547,16.1714,26.803,1,0.4222,3,4,ALERTA: deteccion confiable (0.90)
643,54.603,25.3345,25.4509,0,,3,4,ALERTA: deteccion confiable (0.90)
644,54.681,16.108,26.196,0,,3,4,ALERTA: deteccion confiable (0.90)
645,54.739,24.0889,25.996,0,,3,4,ALERTA: deteccion confiable (0.90)
646,54.811,17.934,25.142,0,,3,4,ALERTA: deteccion confiable (0.90)
647,54.879,19.3237,26.3381,0,,3,4,ALERTA: deteccion confiable (0.90)
648,54.934,26.128,27.3511,0,,3,4,ALERTA: deteccion confiable (0.90)
649,55.012,16.1051,25.5461,0,,3,4,ALERTA: deteccion confiable (0.90)
650,55.075,21.113,25.6641,0,,3,4,ALERTA: deteccion confiable (0.90)
651,55.146,18.0284,25.2919,0,,3,4,ALERTA: deteccion confiable (0.90)
652,55.213,19.0913,26.2909,0,,3,4,ALERTA: deteccion confiable (0.90)
653,55.277,21.3265,26.6221,1,0.6838,3,4,ALERTA: deteccion confiable (0.90)
654,55.348,18.8136,30.4019,1,0.8221,4,4,ALERTA: deteccion confiable (0.82)
655,55.417,19.9258,31.2252,2,0.8948,4,4,ALERTA: deteccion confiable (0.82)
656,55.484,20.2204,30.05,2,0.906,4,4,ALERTA: deteccion confiable (0.82)
657,55.543,24.1478,30.1058,3,0.8224,4,4,ALERTA: deteccion confiable (0.82)
658,55.616,18.3496,29.3751,3,0.7747,4,4,ALERTA: deteccion confiable (0.82)
659,55.682,21.0111,30.6308,3,0.78,4,4,ALERTA: deteccion confiable (0.82)
660,55.749,20.1483,30.8402,3,0.8133,4,4,ALERTA: deteccion confiable (0.82)
661,55.816,20.9852,31.4269,3,0.8329,4,4,ALERTA: deteccion confiable (0.82)
662,55.884,19.6545,31.008,3,0.8059,4,4,ALERTA: deteccion confiable (0.82)
663,55.948,21.6024,29.9728,3,0.8148,4,4,ALERTA: deteccion confiable (0.82)
664,56.016,19.8134,30.005,3,0.7975,4,4,ALERTA: deteccion confiable (0.82)
665,56.084,20.2824,30.6113,3,0.8225,4,4,ALERTA: deteccion confiable (0.82)
666,56.149,21.2811,30.52,3,0.811,4,4,ALERTA: deteccion confiable (0.82)
667,56.213,21.4888,31.1718,3,0.8196,4,4,ALERTA: deteccion confiable (0.82)
668,56.287,17.5005,30.9582,3,0.8263,4,4,ALERTA: deteccion confiable (0.82)
669,56.347,23.8333,29.7461,3,0.8362,4,4,ALERTA: deteccion confiable (0.82)
670,56.418,18.6303,29.4759,3,0.8565,4,4,ALERTA: deteccion confiable (0.82)
671,56.484,20.4161,30.5631,3,0.8482,4,4,ALERTA: deteccion confiable (0.82)
672,56.547,22.0488,30.1611,3,0.8383,4,4,ALERTA: deteccion confiable (0.82)
673,56.62,18.1683,29.3689,3,0.8346,4,4,ALERTA: deteccion confiable (0.82)
674,56.677,25.5252,29.4318,3,0.8123,4,4,ALERTA: deteccion confiable (0.82)
675,56.754,16.8308,31.018,3,0.8352,4,4,ALERTA: deteccion confiable (0.82)
676,56.809,26.2211,29.3441,3,0.7805,4,4,ALERTA: deteccion confiable (0.82)
677,56.887,16.6016,31.378,3,0.756,4,4,ALERTA: deteccion confiable (0.82)
678,56.948,23.3257,30.8292,3,0.7582,4,4,ALERTA: deteccion confiable (0.82)
679,57.018,18.7077,34.6789,3,0.745,4,4,ALERTA: deteccion confiable (0.82)
680,57.084,20.6204,33.5398,2,0.9121,4,4,ALERTA: deteccion confiable (0.82)
681,57.153,19.486,35.2712,2,0.889,4,4,ALERTA: deteccion confiable (0.82)
682,57.213,23.9274,32.0859,3,0.719,4,4,ALERTA: deteccion confiable (0.82)
683,57.287,17.9469,32.7423,2,0.6625,4,4,ALERTA: deteccion confiable (0.82)
684,57.348,23.174,36.3522,1,0.7327,4,4,ALERTA: deteccion confiable (0.82)
685,57.414,20.9992,28.0924,0,,4,4,ALERTA: deteccion confiable (0.82)
686,57.481,19.7386,27.0672,0,,4,4,ALERTA: deteccion confiable (0.82)
687,57.547,20.1877,27.0472,0,,4,4,ALERTA: deteccion confiable (0.82)
688,57.621,17.8097,32.4359,0,,4,4,ALERTA: deteccion confiable (0.82)
689,57.684,21.4921,33.6668,0,,4,4,ALERTA: deteccion confiable (0.82)
690,57.755,18.497,34.8911,0,,4,4,ALERTA: deteccion confiable (0.82)
691,57.817,22.4488,33.3791,0,,4,4,ALERTA: deteccion confiable (0.82)
692,57.891,17.328,35.645,0,,4,4,ALERTA: deteccion confiable (0.82)
693,57.951,23.6228,34.1728,0,,4,4,ALERTA: deteccion confiable (0.82)
694,58.02,19.2675,32.3517,0,,4,4,ALERTA: deteccion confiable (0.82)
695,58.088,19.3521,33.6468,0,,4,4,ALERTA: deteccion confiable (0.82)
696,58.153,20.7965,32.3319,0,,4,4,ALERTA: deteccion confiable (0.82)
697,58.222,19.2464,32.4082,0,,4,4,ALERTA: deteccion confiable (0.82)
698,58.288,20.0929,32.697,0,,4,4,ALERTA: deteccion confiable (0.82)
699,58.351,21.1113,30.592,0,,4,4,ALERTA: deteccion confiable (0.82)
700,58.422,17.9672,31.0836,0,,4,4,ALERTA: deteccion confiable (0.82)
701,58.492,18.5405,34.327,0,,4,4,ALERTA: deteccion confiable (0.82)
702,58.555,21.5875,34.775,0,,4,4,ALERTA: deteccion confiable (0.82)
703,58.624,19.5077,35.1789,0,,4,4,ALERTA: deteccion confiable (0.82)
704,58.691,19.8878,35.1169,0,,4,4,ALERTA: deteccion confiable (0.82)
705,58.752,23.1268,31.682,0,,4,4,ALERTA: deteccion confiable (0.82)
706,58.828,16.8552,32.6653,0,,4,4,ALERTA: deteccion confiable (0.82)
707,58.894,20.6485,38.5327,0,,4,4,ALERTA: deteccion confiable (0.82)
708,58.954,23.8361,35.259,0,,4,4,ALERTA: deteccion confiable (0.82)
709,59.026,18.1275,32.0981,0,,4,4,ALERTA: deteccion confiable (0.82)
710,59.096,18.677,37.0328,0,,4,4,ALERTA: deteccion confiable (0.82)
711,59.155,24.1396,31.903,0,,4,4,ALERTA: deteccion confiable (0.82)
712,59.231,16.4772,35.7373,0,,4,4,ALERTA: deteccion confiable (0.82)
713,59.293,22.6158,36.9689,0,,4,4,ALERTA: deteccion confiable (0.82)
714,59.348,26.0605,25.5768,1,0.4274,4,4,ALERTA: deteccion confiable (0.82)
715,59.425,16.9253,24.9391,1,0.5583,4,4,ALERTA: deteccion confiable (0.82)
716,59.484,24.2273,25.3,1,0.7047,4,4,ALERTA: deteccion confiable (0.82)
717,59.559,17.2055,26.1843,1,0.6714,4,4,ALERTA: deteccion confiable (0.82)
718,59.616,24.8398,26.1104,1,0.8096,4,4,ALERTA: deteccion confiable (0.81)
719,59.694,16.4404,26.4671,1,0.8329,4,4,ALERTA: deteccion confiable (0.81)
720,59.748,26.6467,25.7432,1,0.6252,5,4,ALERTA: deteccion confiable (0.81)
721,59.825,16.4517,25.4922,1,0.816,5,4,ALERTA: deteccion confiable (0.81)
722,59.889,21.1251,27.0422,1,0.8326,5,5,ALERTA: deteccion confiable (0.81)
723,59.955,19.9395,26.2799,1,0.847,5,5,ALERTA: deteccion confiable (0.81)
724,60.022,19.4655,25.6341,1,0.8534,5,5,ALERTA: deteccion confiable (0.81)
725,60.088,19.7785,26.3202,1,0.8169,5,5,ALERTA: deteccion confiable (0.81)
726,60.159,18.4535,25.5508,1,0.8479,5,5,ALERTA: deteccion confiable (0.81)
727,60.224,20.1224,25.5511,1,0.8542,5,5,ALERTA: deteccion confiable (0.81)
728,60.292,19.4323,26.262,1,0.856,5,5,ALERTA: deteccion confiable (0.81)
729,60.36,19.3544,26.0763,1,0.8763,5,5,ALERTA: deteccion confiable (0.81)
730,60.427,19.7467,26.2718,1,0.8442,5,5,ALERTA: deteccion confiable (0.81)
731,60.492,20.5334,26.1168,1,0.8681,5,5,ALERTA: deteccion confiable (0.81)
732,60.559,19.486,25.7673,1,0.8738,5,5,ALERTA: deteccion confiable (0.81)
733,60.63,18.1488,25.8861,1,0.8716,5,5,ALERTA: deteccion confiable (0.81)
734,60.694,21.1788,26.576,1,0.8554,5,5,ALERTA: deteccion confiable (0.81)
735,60.757,20.8147,25.8749,1,0.8703,5,5,ALERTA: deteccion confiable (0.81)
736,60.831,17.1603,26.7897,1,0.8789,5,5,ALERTA: deteccion confiable (0.81)
737,60.891,22.6445,27.221,1,0.8637,5,5,ALERTA: deteccion confiable (0.81)
738,60.966,16.8802,26.9041,1,0.8204,5,5,ALERTA: deteccion confiable (0.81)
739,61.023,24.2855,26.8738,1,0.7995,5,5,ALERTA: deteccion confiable (0.81)
740,61.1,16.4542,27.8621,1,0.7081,5,5,ALERTA: deteccion confiable (0.81)
741,61.164,21.272,27.555,1,0.8433,5,5,ALERTA: deteccion confiable (0.81)
742,61.233,19.7425,32.3889,2,0.6683,5,5,ALERTA: deteccion confiable (0.81)
743,61.3,20.5166,29.8278,2,0.7026,5,5,ALERTA: deteccion confiable (0.81)
744,61.363,22.1601,29.9051,2,0.7005,5,5,ALERTA: deteccion confiable (0.81)
745,61.431,19.9012,28.4431,2,0.742,5,5,ALERTA: deteccion confiable (0.81)
746,61.501,18.9104,29.521,2,0.7113,5,5,ALERTA: deteccion confiable (0.81)
747,61.567,20.5669,31.5359,2,0.7808,5,5,ALERTA: deteccion confiable (0.81)
748,61.624,25.8472,29.6762,2,0.7121,5,5,ALERTA: deteccion confiable (0.81)
749,61.704,16.0839,31.0671,2,0.7546,5,5,ALERTA: deteccion confiable (0.75)
750,61.76,26.0715,29.243,2,0.695,5,5,ALERTA: deteccion confiable (0.75)
751,61.838,16.6497,31.4939,2,0.7134,5,5,ALERTA: deteccion confiable (0.75)
752,61.897,24.2288,30.3602,2,0.7254,5,5,ALERTA: deteccion confiable (0.75)
753,61.965,19.8276,29.927,3,0.7458,5,5,ALERTA: deteccion confiable (0.75)
754,62.031,20.8029,28.8432,3,0.7223,5,5,ALERTA: deteccion confiable (0.75)
755,62.104,18.3557,30.3302,3,0.6916,5,5,ALERTA: deteccion confiable (0.75)
756,62.163,24.4265,30.3781,2,0.8471,5,6,ALERTA: deteccion confiable (0.75)
757,62.233,19.024,30.6468,2,0.8652,5,6,ALERTA: deteccion confiable (0.75)
758,62.3,20.3014,31.0578,2,0.8585,5,6,ALERTA: deteccion confiable (0.75)
759,62.366,20.5783,30.3962,1,0.9023,5,6,ALERTA: deteccion confiable (0.75)
760,62.433,20.0245,30.205,1,0.9119,5,6,ALERTA: deteccion confiable (0.75)
761,62.496,22.2528,29.9301,1,0.9259,5,6,ALERTA: deteccion confiable (0.75)
762,62.569,18.1114,30.009,1,0.9368,5,6,ALERTA: deteccion confiable (0.75)
763,62.629,23.5794,30.679,1,0.9392,5,6,ALERTA: deteccion confiable (0.75)
764,62.704,17.4404,32.0659,1,0.934,5,6,ALERTA: deteccion confiable (0.75)
765,62.763,23.8822,31.1,1,0.9334,5,6,ALERTA: deteccion confiable (0.75)
766,62.832,19.0795,30.8888,1,0.932,5,6,ALERTA: deteccion confiable (0.75)
767,62.9,19.9685,30.4282,1,0.934,5,6,ALERTA: deteccion confiable (0.75)
768,62.967,20.2404,31.5189,2,0.798,5,6,ALERTA: deteccion confiable (0.75)
769,63.031,21.6235,30.756,2,0.8416,5,6,ALERTA: deteccion confiable (0.75)
770,63.104,18.2801,31.044,2,0.8573,5,6,ALERTA: deteccion confiable (0.75)
771,63.161,25.0803,30.1299,2,0.8539,5,6,ALERTA: deteccion confiable (0.75)
772,63.235,17.7064,30.3018,2,0.8571,5,6,ALERTA: deteccion confiable (0.75)
773,63.299,21.8083,31.456,2,0.8559,5,6,ALERTA: deteccion confiable (0.75)
774,63.368,19.2805,30.6549,2,0.8911,5,6,ALERTA: deteccion confiable (0.75)
775,63.431,21.7704,31.0531,2,0.8853,5,6,ALERTA: deteccion confiable (0.75)
776,63.502,18.8477,31.6601,2,0.798,5,6,ALERTA: deteccion confiable (0.75)
777,63.566,21.952,31.2731,2,0.7913,6,6,ALERTA: deteccion confiable (0.75)
778,63.633,20.3654,30.8671,2,0.8062,6,6,ALERTA: deteccion confiable (0.75)
779,63.698,21.0735,31.466,2,0.872,6,6,ALERTA: deteccion confiable (0.75)
780,63.77,18.5585,31.8699,2,0.8729,6,6,ALERTA: deteccion confiable (0.87)
781,63.83,23.8811,30.9279,2,0.888,6,6,ALERTA: deteccion confiable (0.87)
782,63.906,17.0613,31.7121,2,0.8805,6,6,ALERTA: deteccion confiable (0.87)
783,63.964,24.6531,30.3729,2,0.8718,6,6,ALERTA: deteccion confiable (0.87)
784,64.037,18.3157,32.057,2,0.874,6,6,ALERTA: deteccion confiable (0.87)
785,64.099,22.6101,32.2721,2,0.9116,6,6,ALERTA: deteccion confiable (0.87)
786,64.168,19.514,31.8651,2,0.7996,6,6,ALERTA: deteccion confiable (0.87)
787,64.23,22.7644,30.4897,2,0.9098,6,6,ALERTA: deteccion confiable (0.87)
788,64.303,18.3016,31.251,2,0.8995,6,6,ALERTA: deteccion confiable (0.87)
789,64.364,22.9763,30.9389,2,0.7723,6,6,ALERTA: deteccion confiable (0.87)
790,64.439,17.606,31.5912,2,0.9236,6,6,ALERTA: deteccion confiable (0.87)
791,64.496,25.0396,30.957,2,0.9363,6,6,ALERTA: deteccion confiable (0.87)
792,64.569,18.1877,32.0029,2,0.9116,6,7,ALERTA: deteccion confiable (0.87)
793,64.63,23.3285,31.2729,2,0.9354,6,7,ALERTA: deteccion confiable (0.87)
794,64.699,19.6044,31.2469,2,0.936,6,7,ALERTA: deteccion confiable (0.87)
795,64.766,20.2207,30.1609,2,0.9242,6,7,ALERTA: deteccion confiable (0.87)
796,64.834,20.0782,30.684,2,0.9257,6,7,ALERTA: deteccion confiable (0.87)
797,64.899,21.9574,31.8003,2,0.8927,6,7,ALERTA: deteccion confiable (0.87)
798,64.965,20.758,32.285,2,0.8963,6,7,ALERTA: deteccion confiable (0.87)
799,65.035,19.0781,33.617,2,0.9017,6,7,ALERTA: deteccion confiable (0.87)
800,65.097,22.5669,32.598,3,0.8008,6,7,ALERTA: deteccion confiable (0.87)
801,65.163,21.2318,33.751,3,0.7889,6,7,ALERTA: deteccion confiable (0.87)
802,65.237,18.1344,34.7419,3,0.7768,6,7,ALERTA: deteccion confiable (0.87)
803,65.305,20.411,35.4011,2,0.7287,6,7,ALERTA: deteccion confiable (0.87)
804,65.369,21.8003,33.1821,1,0.9162,6,7,ALERTA: deteccion confiable (0.87)
805,65.438,19.442,33.303,2,0.7776,6,7,ALERTA: deteccion confiable (0.87)
806,65.506,20.2486,32.809,2,0.8089,6,7,ALERTA: deteccion confiable (0.87)
807,65.557,30.1008,30.242,2,0.7881,6,7,ALERTA: deteccion confiable (0.87)
808,65.634,16.4807,31.131,1,0.9281,6,7,ALERTA: deteccion confiable (0.87)
809,65.704,19.3443,32.156,2,0.8095,6,7,ALERTA: deteccion confiable (0.87)
810,65.759,30.9023,31.5137,2,0.9047,6,7,ALERTA: deteccion confiable (0.87)
811,65.836,16.7974,31.9841,2,0.9082,6,7,ALERTA: deteccion confiable (0.91)
812,65.908,19.3555,36.2368,2,0.9024,6,7,ALERTA: deteccion confiable (0.91)
813,66.002,13.1669,33.8073,2,0.8891,6,7,ALERTA: deteccion confiable (0.91)
814,66.057,26.8817,30.5653,2,0.8937,6,7,ALERTA: deteccion confiable (0.91)
815,66.136,16.3068,33.1521,2,0.9128,6,7,ALERTA: deteccion confiable (0.91)
816,66.197,23.1772,32.9893,3,0.7692,6,7,ALERTA: deteccion confiable (0.91)
817,66.266,19.2593,29.9032,3,0.766,6,7,ALERTA: deteccion confiable (0.91)
818,66.332,21.106,30.9231,2,0.9254,6,7,ALERTA: deteccion confiable (0.91)
819,66.404,18.5635,31.9452,3,0.8755,6,7,ALERTA: deteccion confiable (0.91)
820,66.46,26.1015,29.6619,3,0.8852,6,7,ALERTA: deteccion confiable (0.91)
821,66.538,16.5713,32.275,3,0.9177,6,7,ALERTA: deteccion confiable (0.91)
822,66.595,26.0585,30.5994,3,0.9053,6,7,ALERTA: deteccion confiable (0.91)
823,66.666,18.7715,31.178,4,0.793,6,7,ALERTA: deteccion confiable (0.91)
824,66.733,20.4641,31.0149,4,0.7933,6,7,ALERTA: deteccion confiable (0.91)
825,66.797,21.6076,29.8619,3,0.8969,6,7,ALERTA: deteccion confiable (0.91)
826,66.865,19.7438,31.122,3,0.8763,6,7,ALERTA: deteccion confiable (0.91)
827,66.933,20.1248,31.4012,3,0.905,6,7,ALERTA: deteccion confiable (0.91)
828,66.998,21.2522,31.157,3,0.8464,6,7,ALERTA: deteccion confiable (0.91)
829,67.065,20.1772,31.0349,4,0.7376,6,7,ALERTA: deteccion confiable (0.91)
830,67.134,19.8165,31.698,3,0.7528,6,7,ALERTA: deteccion confiable (0.91)
831,67.197,22.1765,30.7539,3,0.7428,6,7,ALERTA: deteccion confiable (0.91)
832,67.267,18.6185,30.4871,2,0.8893,6,7,ALERTA: deteccion confiable (0.91)
833,67.331,21.5462,31.05,3,0.7339,6,7,ALERTA: deteccion confiable (0.91)
834,67.4,19.4826,33.8628,4,0.701,6,7,ALERTA: deteccion confiable (0.91)
835,67.457,25.9141,30.741,4,0.7417,6,7,ALERTA: deteccion confiable (0.91)
836,67.525,19.6072,31.9078,2,0.8343,6,7,ALERTA: deteccion confiable (0.91)
837,67.59,20.7858,30.875,3,0.6763,6,7,ALERTA: deteccion confiable (0.91)
838,67.656,20.2254,30.1361,3,0.7494,6,7,ALERTA: deteccion confiable (0.91)
839,67.724,19.9065,30.3602,3,0.7614,6,7,ALERTA: deteccion confiable (0.91)
840,67.8,16.8931,30.7498,3,0.7592,6,7,ALERTA: deteccion confiable (0.91)
841,67.867,20.1353,31.0569,3,0.7749,6,7,ALERTA: densidad alta de personas (3)
842,67.928,25.1318,32.5181,3,0.7612,6,7,ALERTA: densidad alta de personas (3)
843,67.992,21.5238,31.3799,3,0.7438,6,7,ALERTA: densidad alta de personas (3)
844,68.067,17.1727,31.8859,4,0.7862,6,7,ALERTA: densidad alta de personas (3)
845,68.135,19.7056,32.8491,4,0.8155,6,7,ALERTA: densidad alta de personas (3)
846,68.2,21.2369,34.3199,3,0.9,6,7,ALERTA: densidad alta de personas (3)
847,68.268,19.6641,33.421,3,0.886,6,7,ALERTA: densidad alta de personas (3)
848,68.335,20.3994,34.4398,3,0.8656,7,7,ALERTA: densidad alta de personas (3)
849,68.396,23.5005,34.9388,3,0.8597,7,7,ALERTA: densidad alta de personas (3)
850,68.461,21.1686,34.0941,3,0.8617,7,7,ALERTA: densidad alta de personas (3)
851,68.528,20.3,34.2832,2,0.8118,7,7,ALERTA: densidad alta de personas (3)
852,68.592,21.5834,31.806,2,0.8614,7,7,ALERTA: densidad alta de personas (3)
853,68.658,20.3534,31.611,2,0.8874,7,7,ALERTA: densidad alta de personas (3)
854,68.727,19.7675,32.541,2,0.8899,7,7,ALERTA: densidad alta de personas (3)
855,68.802,17.2506,29.4411,2,0.7784,7,7,ALERTA: densidad alta de personas (3)
856,68.864,22.49,29.505,3,0.7165,7,7,ALERTA: densidad alta de personas (3)
857,68.935,18.5093,30.5429,2,0.7441,7,7,ALERTA: densidad alta de personas (3)
858,68.998,22.1946,31.4744,2,0.7217,7,7,ALERTA: densidad alta de personas (3)
859,69.069,18.6286,33.535,2,0.75,7,7,ALERTA: densidad alta de personas (3)
860,69.133,21.5777,32.244,2,0.7438,7,7,ALERTA: densidad alta de personas (3)
861,69.202,19.2597,34.318,2,0.726,7,7,ALERTA: densidad alta de personas (3)
862,69.258,26.3776,31.0862,2,0.753,7,7,ALERTA: densidad alta de personas (3)
863,69.324,20.6381,29.51,2,0.7331,7,7,ALERTA: densidad alta de personas (3)
864,69.405,15.5931,29.711,2,0.7373,7,7,ALERTA: densidad alta de personas (3)
865,69.464,23.7226,30.699,2,0.7254,7,7,ALERTA: densidad alta de personas (3)
866,69.525,23.4032,29.4631,2,0.7216,7,7,ALERTA: densidad alta de personas (3)
867,69.591,20.2042,30.4358,2,0.7438,7,7,ALERTA: densidad alta de personas (3)
868,69.656,20.7567,29.4154,2,0.7088,7,7,ALERTA: densidad alta de personas (3)
869,69.723,19.727,30.793,2,0.7234,7,7,ALERTA: densidad alta de personas (3)
870,69.799,17.0393,28.3842,2,0.7178,7,7,ALERTA: densidad alta de personas (3)
871,69.864,20.382,29.6872,2,0.7294,7,7,ALERTA: densidad alta de personas (3)
872,69.936,18.138,29.6209,2,0.7123,7,7,ALERTA: densidad alta de personas (3)
873,69.999,21.6686,29.8219,2,0.7066,7,7,ALERTA: densidad alta de personas (3)
874,70.065,20.3144,30.1719,2,0.7317,7,7,ALERTA: densidad alta de personas (3)
875,70.133,19.3143,30.3121,2,0.7232,7,7,ALERTA: densidad alta de personas (3)
876,70.199,20.2077,30.1225,2,0.7265,7,7,ALERTA: densidad alta de personas (3)
877,70.267,19.3644,30.442,2,0.716,7,7,ALERTA: densidad alta de personas (3)
878,70.333,21.3881,30.0899,2,0.7275,7,7,ALERTA: densidad alta de personas (3)
879,70.398,20.2466,29.7301,2,0.74,7,7,ALERTA: densidad alta de personas (3)
880,70.469,18.511,30.5538,2,0.7215,7,7,ALERTA: densidad alta de personas (3)
881,70.533,21.0838,30.0438,2,0.7376,7,7,ALERTA: densidad alta de personas (3)
882,70.599,20.295,29.3987,2,0.747,7,7,ALERTA: densidad alta de personas (3)
883,70.67,18.3217,33.1798,2,0.7569,7,7,ALERTA: deteccion confiable (0.76)
884,70.729,28.3024,30.3953,2,0.7622,7,7,ALERTA: deteccion confiable (0.76)
885,70.8,18.4655,30.3428,2,0.7549,7,7,ALERTA: deteccion confiable (0.76)
886,70.87,19.028,34.7159,2,0.7328,7,7,ALERTA: deteccion confiable (0.76)
887,70.939,19.2745,35.3341,2,0.741,7,7,ALERTA: deteccion confiable (0.76)
888,71.003,21.646,35.3439,2,0.729,7,7,ALERTA: deteccion confiable (0.76)
889,71.072,19.4704,35.3708,2,0.7223,7,7,ALERTA: deteccion confiable (0.76)
890,71.14,20.6722,35.2583,2,0.7158,7,7,ALERTA: deteccion confiable (0.76)
891,71.205,20.4508,35.2721,2,0.7325,7,7,ALERTA: deteccion confiable (0.76)
892,71.264,23.4319,31.6911,2,0.739,7,7,ALERTA: deteccion confiable (0.76)
893,71.333,19.4704,32.9359,2,0.7731,7,7,ALERTA: deteccion confiable (0.76)
894,71.401,19.7499,32.805,2,0.7313,7,7,ALERTA: deteccion confiable (0.76)
895,71.468,19.8342,33.6552,2,0.7464,7,7,ALERTA: deteccion confiable (0.76)
896,71.539,18.7087,34.8351,2,0.7093,7,7,ALERTA: deteccion confiable (0.76)
897,71.601,22.5327,34.0261,2,0.6909,7,7,ALERTA: deteccion confiable (0.76)
898,71.669,19.7617,33.057,2,0.6881,7,7,ALERTA: deteccion confiable (0.76)
899,71.734,20.6902,32.4349,2,0.7108,7,7,ALERTA: deteccion confiable (0.76)
900,71.803,19.5274,31.6911,2,0.7278,7,7,ALERTA: deteccion confiable (0.76)
901,71.872,19.3969,32.902,2,0.723,7,7,ALERTA: deteccion confiable (0.76)
902,71.929,26.1657,30.2262,2,0.7223,7,7,ALERTA: deteccion confiable (0.76)
903,72.003,17.1486,31.3058,2,0.7226,7,7,ALERTA: deteccion confiable (0.76)
904,72.066,21.7618,32.3179,2,0.7334,7,7,ALERTA: deteccion confiable (0.76)
905,72.131,20.8407,29.788,2,0.7255,7,7,ALERTA: deteccion confiable (0.76)
906,72.201,18.5075,28.203,2,0.7117,7,7,ALERTA: deteccion confiable (0.76)
907,72.258,25.2997,29.1319,2,0.7136,7,7,ALERTA: deteccion confiable (0.76)
908,72.341,14.8483,28.6462,2,0.7128,7,7,ALERTA: deteccion confiable (0.76)
909,72.395,26.3289,27.957,2,0.7046,7,7,ALERTA: deteccion confiable (0.76)
910,72.47,16.9813,27.976,2,0.7121,7,7,ALERTA: deteccion confiable (0.76)
911,72.532,22.1969,28.7828,2,0.7235,7,7,ALERTA: deteccion confiable (0.76)
912,72.595,20.8834,28.096,2,0.722,7,7,ALERTA: deteccion confiable (0.76)
913,72.666,18.2302,27.8769,2,0.7346,7,7,ALERTA: deteccion confiable (0.76)
914,72.733,20.5756,28.4119,2,0.7249,7,7,ALERTA: deteccion confiable (0.76)
915,72.8,19.4682,27.8883,2,0.7239,7,7,ALERTA: deteccion confiable (0.76)
916,72.865,20.3757,27.2171,2,0.7069,7,7,ALERTA: deteccion confiable (0.76)
